Table 340-45021 : Hong Kong Dollar interest rates,,,,,,,,
2024,Aug,0.56,0.57,0.58,0.60,0.65,0.79,5.88
2024,Sep,0.55,0.56,0.57,0.59,0.64,0.72,5.78
2024,Oct,0.51,0.51,0.52,0.54,0.60,0.55,5.63
2024,Nov,0.43,0.43,0.44,0.46,0.52,0.40,5.46
2024,Dec,0.35,0.35,0.37,0.38,0.43,0.30,5.33
2025,Jan,0.30,0.30,0.32,0.32,0.37,0.22,5.25
2025,Feb,0.24,0.24,0.26,0.26,0.30,0.22,5.25
 ,,,,,,,,
Note(s):,,,,,,,,
Period average figures.,,,,,,,,
Figures are revised on a monthly basis to take into account any subsequent amendments submitted by authorized institutions. ,,,,,,,,
1 The average interest rates for time deposits and savings deposits are compiled based on the interest rates quoted by major licensed banks after the deregulation of the Interest Rate Rules. Swap deposit rates are also regarded as Hong Kong Dollar time deposit rates in computing the average.,,,,,,,,
2 Best Lending Rate refers to the rate quoted by the Hongkong and Shanghai Banking Corporation Limited.,,,,,,,,
[-§31] Less than 0.005%,,,,,,,,
 ,,,,,,,,
Source:,,,,,,,,
"Hong Kong Monetary AuthorityFor further information, please visit the website of the Hong Kong Monetary Authority(www.hkma.gov.hk/eng)(Enquiry telephone no. : 2878 8222 Enquiry e-mail : hkma@hkma.gov.hk)",,,,,,,,
 ,,,,,,,,
"Release Date: 17 March, 2025",,,,,,,,
